name,state,charter,magnet,latitude,longitude,idnumeric,schoolid,agencyid,code,grade4,county
MCCLELLAN ELEMENTARY SCHOOL,Illinois,2-No,2-No,38.264000,-88.948620,2504101202001,*2504101202001,25-041-0120-04,1712,1-Yes,JEFFERSON COUNTY
MCCLERNAND ELEM SCHOOL,Illinois,2-No,2-No,39.810209,-89.648076,5108418602028,*5108418602028,51-084-1860-25,1713,1-Yes,SANGAMON COUNTY
MCCLURE JR HIGH SCHOOL,Illinois,2-No,2-No,41.812990,-87.898424,0601610101006,*0601610101006,06-016-1010-02,1703,2-No,COOK COUNTY
MCCORMICK ELEM SCHOOL,Illinois,2-No,2-No,41.842201,-87.706326,1501629902341,*1501629902341,15-016-2990-25,1704,1-Yes,COOK COUNTY
MCCUTCHEON ELEM SCHOOL,Illinois,2-No,2-No,41.970760,-87.654668,1501629902344,*1501629902344,15-016-2990-25,1709,1-Yes,COOK COUNTY
MCDADE ELEM CLASSICAL SCHOOL,Illinois,2-No,1-Yes,41.734512,-87.619077,1501629902345,*1501629902345,15-016-2990-25,1701,1-Yes,COOK COUNTY
MCDONOUGH CTY LRN CTR,Illinois,2-No,2-No,40.455494,-90.674290,2600000009301,*2600000009301,26-000-0000-00,1718,2-No,MCDONOUGH COUNTY
MCDOWELL ELEM SCHOOL,Illinois,2-No,2-No,41.732795,-87.589806,1501629902737,*1501629902737,15-016-2990-25,1701,1-Yes,COOK COUNTY
MCENDREE ELEM SCHOOL,Illinois,2-No,2-No,38.671855,-88.478288,1201303502002,*1201303502002,12-013-0350-26,1715,2-No,CLAY COUNTY
MCGAUGHEY ELEM SCHOOL,Illinois,2-No,2-No,39.777937,-88.889525,3905500302004,*3905500302004,39-055-0030-26,1713,2-No,MACON COUNTY
MCHENRY  EAST HIGH SCHOOL,Illinois,2-No,2-No,42.342150,-88.266763,4406315600002,*4406315600002,44-063-1560-16,1714,2-No,MCHENRY COUNTY
MCHENRY CO COOP FOR EMPLOY,Illinois,2-No,2-No,42.340900,-88.443184,4400000004601,*4400000004601,44-000-0000-46,1714,2-No,MCHENRY COUNTY
MCHENRY HIGH SCHOOL-WEST CAMPUS,Illinois,2-No,2-No,42.335813,-88.289757,4406315600001,*4406315600001,44-063-1560-16,1714,2-No,MCHENRY COUNTY
MCHENRY MIDDLE SCHOOL,Illinois,2-No,2-No,42.351703,-88.239112,4406301501006,*4406301501006,44-063-0150-04,1714,2-No,MCHENRY COUNTY
MCINTOSH SCIENCE AND TECH MAGNET,Illinois,2-No,1-Yes,42.282784,-89.134823,0410120502043,*0410120502043,04-101-2050-25,1717,1-Yes,WINNEBAGO COUNTY
MCKAY ELEM SCHOOL,Illinois,2-No,2-No,41.767523,-87.691398,1501629902346,*1501629902346,15-016-2990-25,1701,1-Yes,COOK COUNTY
MCKENZIE ELEM SCHOOL,Illinois,2-No,2-No,42.074459,-87.712812,0501603902005,*0501603902005,05-016-0390-02,1709,1-Yes,COOK COUNTY
MCKINLEY ELEM SCHOOL,Illinois,2-No,2-No,41.586806,-87.596067,0701615002002,*0701615002002,07-016-1500-02,1702,1-Yes,COOK COUNTY
MCKINLEY ELEM SCHOOL,Illinois,2-No,2-No,42.050543,-88.280104,3104504602026,*3104504602026,31-045-0460-22,1708,1-Yes,KANE COUNTY
MCKINLEY ELEM SCHOOL,Illinois,2-No,2-No,41.862027,-87.771755,0601609902007,*0601609902007,06-016-0990-02,1704,2-No,COOK COUNTY
MCKINLEY ELEM SCHOOL,Illinois,2-No,2-No,41.885095,-87.874171,0601608802005,*0601608802005,06-016-0880-02,1707,1-Yes,COOK COUNTY
MCKINLEY ELEM SCHOOL,Illinois,2-No,2-No,41.325131,-88.839301,3505014102005,*3505014102005,35-050-1410-02,1716,1-Yes,LASALLE COUNTY
MCKINLEY JR HIGH SCHOOL,Illinois,2-No,2-No,41.587376,-87.598928,0701615001005,*0701615001005,07-016-1500-02,1702,2-No,COOK COUNTY
MCNAIR ELEM SCHOOL,Illinois,2-No,2-No,41.897890,-87.746705,1501629902634,*1501629902634,15-016-2990-25,1707,1-Yes,COOK COUNTY
MCPHERSON ELEM SCHOOL,Illinois,2-No,2-No,41.968393,-87.676392,1501629902349,*1501629902349,15-016-2990-25,1705,1-Yes,COOK COUNTY
MEADE PARK ELEM SCHOOL,Illinois,2-No,2-No,40.128987,-87.580428,5409211802019,*5409211802019,54-092-1180-24,1715,1-Yes,VERMILION COUNTY
MEADOW GLENS ELEMENTARY SCHOOL,Illinois,2-No,2-No,41.745556,-88.107310,1902220302017,*1902220302017,19-022-2030-26,1711,1-Yes,DUPAGE COUNTY
MEADOW LANE SCHOOL,Illinois,2-No,2-No,41.678336,-87.697523,0701612502004,*0701612502004,07-016-1250-02,1701,1-Yes,COOK COUNTY
MEADOW RIDGE SCHOOL,Illinois,2-No,2-No,41.599444,-87.885660,0701613502013,*0701613502013,07-016-1350-02,1703,1-Yes,COOK COUNTY
MEADOW VIEW ELEMENTARY SCHOOL,Illinois,2-No,2-No,41.566225,-88.251186,5609920202010,*5609920202010,56-099-2020-22,1711,1-Yes,WILL COUNTY
MEADOWBROOK ELEM SCHOOL,Illinois,2-No,2-No,40.753425,-88.416063,1705300802002,*1705300802002,17-053-0080-26,1716,1-Yes,LIVINGSTON COUNTY
MEADOWBROOK ELEM SCHOOL,Illinois,2-No,2-No,42.128292,-87.820307,0501602802003,*0501602802003,05-016-0280-02,1709,1-Yes,COOK COUNTY
MEADOWBROOK INTERMEDIATE SCH,Illinois,2-No,2-No,38.906634,-90.012122,4105700802007,*4105700802007,41-057-0080-26,1713,1-Yes,MADISON COUNTY
MEADOWDALE ELEM SCHOOL,Illinois,2-No,2-No,42.123936,-88.257242,3104530002016,*3104530002016,31-045-3000-26,1708,1-Yes,KANE COUNTY
MEADOWVIEW  SCHOOL,Illinois,2-No,2-No,41.564781,-87.731405,0701616002004,*0701616002004,07-016-1600-02,1702,1-Yes,COOK COUNTY
MEADOWVIEW ELEM SCHOOL,Illinois,2-No,2-No,41.765391,-88.047537,1902206802003,*1902206802003,19-022-0680-02,1711,1-Yes,DUPAGE COUNTY
MEADOWVIEW SCHOOL,Illinois,2-No,2-No,42.364620,-88.053097,3404904602004,*3404904602004,34-049-0460-04,1710,1-Yes,LAKE COUNTY
MECHANICS GROVE ELEM SCHOOL,Illinois,2-No,2-No,42.283446,-88.020379,3404907502003,*3404907502003,34-049-0750-02,1710,1-Yes,LAKE COUNTY
MEDGAR EVERS PRIMARY ACADEMIC CENTER,Illinois,2-No,2-No,41.513942,-87.589985,0701616902002,*0701616902002,07-016-1690-02,1702,1-Yes,COOK COUNTY
MEDINAH INTERMEDIATE SCHOOL,Illinois,2-No,2-No,41.982614,-88.052474,1902201102001,*1902201102001,19-022-0110-02,1708,1-Yes,DUPAGE COUNTY
MEDINAH MIDDLE SCHOOL,Illinois,2-No,2-No,41.986628,-88.064068,1902201101003,*1902201101003,19-022-0110-02,1708,2-No,DUPAGE COUNTY
MEDINAH PRIMARY SCHOOL,Illinois,2-No,2-No,41.976523,-88.059054,1902201102002,*1902201102002,19-022-0110-02,1708,2-No,DUPAGE COUNTY
MEDORA ELEM SCHOOL,Illinois,2-No,2-No,39.174671,-90.144892,4005600902004,*4005600902004,40-056-0090-26,1713,1-Yes,MACOUPIN COUNTY
MEEHAN ELEMENTARY SCHOOL,Illinois,2-No,2-No,42.246978,-88.823669,0400410002009,*0400410002009,04-004-1000-26,1716,1-Yes,BOONE COUNTY
MELODY ELEM SCHOOL,Illinois,2-No,2-No,41.874702,-87.730524,1501629902352,*1501629902352,15-016-2990-25,1707,1-Yes,COOK COUNTY
MELROSE PARK ELEM SCHOOL,Illinois,2-No,2-No,41.893060,-87.854510,0601608902007,*0601608902007,06-016-0890-02,1704,1-Yes,COOK COUNTY
MELZER SCHOOL,Illinois,2-No,2-No,42.052126,-87.816342,0501606302011,*0501606302011,05-016-0630-02,1710,1-Yes,COOK COUNTY
MEMORIAL ELEM SCHOOL,Illinois,2-No,2-No,41.565561,-87.781880,0701614602003,*0701614602003,07-016-1460-04,1701,1-Yes,COOK COUNTY
MEMORIAL ELEM SCHOOL,Illinois,2-No,2-No,39.546687,-89.294258,1001100302001,*1001100302001,10-011-0030-26,1713,1-Yes,CHRISTIAN COUNTY
MEMORIAL ELEMENTARY SCHOOL,Illinois,2-No,2-No,39.605600,-87.687838,1102309502003,*1102309502003,11-023-0950-25,1715,2-No,EDGAR COUNTY
MEMORIAL JR HIGH SCHOOL,Illinois,2-No,2-No,41.563332,-87.550492,0701615801004,*0701615801004,07-016-1580-02,1702,2-No,COOK COUNTY
MENDON ELEMENTARY SCHOOL,Illinois,2-No,2-No,40.086093,-91.285041,0100100402006,*0100100402006,01-001-0040-26,1718,2-No,ADAMS COUNTY
MENDOTA TWP HIGH SCHOOL,Illinois,2-No,2-No,41.567295,-89.138183,3505028000001,*3505028000001,35-050-2800-17,1716,2-No,LASALLE COUNTY
MERCER COUNTY HIGH SCHOOL,Illinois,2-No,2-No,41.189227,-90.751540,2706640400001,*2706640400001,27-066-4040-26,1717,2-No,MERCER COUNTY
MERCER COUNTY INTERMEDIATE SCHOOL,Illinois,2-No,2-No,41.196801,-90.759929,2706640402003,*2706640402003,27-066-4040-26,1717,2-No,MERCER COUNTY
MERCER COUNTY JR HIGH SCHOOL,Illinois,2-No,2-No,41.198478,-90.878759,2706640401001,*2706640401001,27-066-4040-26,1717,2-No,MERCER COUNTY
MEREDOSIA-CHAMBERSBURG ELEM SCH,Illinois,2-No,2-No,39.831570,-90.554654,4606901102003,*4606901102003,46-069-0110-26,1718,1-Yes,MORGAN COUNTY
MEREDOSIA-CHAMBERSBURG HIGH SCH,Illinois,2-No,2-No,39.831570,-90.554654,4606901100001,*4606901100001,46-069-0110-26,1718,2-No,MORGAN COUNTY
MEREDOSIA-CHAMBERSBURG JR HIGH,Illinois,2-No,2-No,39.831570,-90.554654,4606901101001,*4606901101001,46-069-0110-26,1718,2-No,MORGAN COUNTY
MERIDIAN ELEMENTARY SCHOOL,Illinois,2-No,2-No,37.133908,-89.169866,0207710102005,*0207710102005,02-077-1010-26,1712,1-Yes,PULASKI COUNTY
MERIDIAN HIGH SCHOOL,Illinois,2-No,2-No,37.130421,-89.169221,0207710100001,*0207710100001,02-077-1010-26,1712,2-No,PULASKI COUNTY
MERIDIAN HIGH SCHOOL,Illinois,2-No,2-No,39.703138,-88.997653,3905501500001,*3905501500001,39-055-0150-26,1713,2-No,MACON COUNTY
MERIDIAN INTERMEDIATE SCHOOL,Illinois,2-No,2-No,39.697860,-89.120720,3905501502001,*3905501502001,39-055-0150-26,1713,1-Yes,MACON COUNTY
MERIDIAN JR HIGH SCHOOL,Illinois,2-No,2-No,42.108272,-89.181103,4707122301001,*4707122301001,47-071-2230-26,1716,2-No,OGLE COUNTY
MERIDIAN MIDDLE SCHOOL,Illinois,2-No,2-No,39.695268,-89.121270,3905501501001,*3905501501001,39-055-0150-26,1713,2-No,MACON COUNTY
MERIDIAN MIDDLE SCHOOL,Illinois,2-No,2-No,42.189248,-87.957785,3404910202005,*3404910202005,34-049-1020-04,1710,2-No,LAKE COUNTY
MERIDIAN PRIMARY SCHOOL,Illinois,2-No,2-No,39.709044,-89.004837,3905501502002,*3905501502002,39-055-0150-26,1713,2-No,MACON COUNTY
MERRILL ELEM SCHOOL,Illinois,2-No,2-No,41.776777,-89.691938,5509801302002,*5509801302002,55-098-0130-02,1717,1-Yes,WHITESIDE COUNTY
METAMORA GRADE SCHOOL,Illinois,2-No,2-No,40.793352,-89.353774,4310200102001,*4310200102001,43-102-0010-04,1718,1-Yes,WOODFORD COUNTY
METAMORA HIGH SCHOOL,Illinois,2-No,2-No,40.794575,-89.363273,4310212200001,*4310212200001,43-102-1220-17,1718,2-No,WOODFORD COUNTY
METCALFE ELEM COMMUNITY ACADEMY,Illinois,2-No,2-No,41.669303,-87.633878,1501629902804,*1501629902804,15-016-2990-25,1701,1-Yes,COOK COUNTY
METEA VALLEY HIGH SCHOOL,Illinois,2-No,2-No,41.791256,-88.239059,1902220400005,*1902220400005,19-022-2040-26,1711,2-No,DUPAGE COUNTY
METROPOLIS ELEM SCHOOL,Illinois,2-No,2-No,37.153057,-88.722218,0206100102003,*0206100102003,02-061-0010-26,1715,1-Yes,MASSAC COUNTY
MICHAEL COLLINS ELEM SCHOOL,Illinois,2-No,2-No,42.019993,-88.069413,0501605402007,*0501605402007,05-016-0540-04,1708,1-Yes,COOK COUNTY
MICHAEL E BAUM ELEM SCHOOL,Illinois,2-No,2-No,39.833479,-88.893540,3905506102031,*3905506102031,39-055-0610-25,1713,1-Yes,MACON COUNTY
MIDDLE FORK SCHOOL,Illinois,2-No,2-No,40.101660,-87.661079,5409280106001,*5409280106001,54-092-8010-60,1715,2-No,VERMILION COUNTY
MIDDLEFORK PRIMARY SCHOOL,Illinois,2-No,2-No,42.103217,-87.779847,0501602902001,*0501602902001,05-016-0290-02,1709,2-No,COOK COUNTY
MIDDLEFORK SCHOOL RSSP,Illinois,2-No,2-No,40.101630,-87.661740,5400000009301,*5400000009301,54-000-0000-00,1715,2-No,VERMILION COUNTY
MIDDLETOWN EARLY CHILDHOOD CTR,Illinois,2-No,2-No,40.196977,-88.408378,0901000302005,*0901000302005,09-010-0030-26,1715,2-No,CHAMPAIGN COUNTY
MIDLAND ELEMENTARY SCHOOL,Illinois,2-No,2-No,41.025306,-89.404693,4305900702001,*4305900702001,43-059-0070-26,1718,1-Yes,MARSHALL COUNTY
MIDLAND HIGH SCHOOL,Illinois,2-No,2-No,41.027259,-89.289818,4305900700001,*4305900700001,43-059-0070-26,1718,2-No,MARSHALL COUNTY
MIDLAND MIDDLE SCHOOL,Illinois,2-No,2-No,41.032151,-89.460890,4305900701001,*4305900701001,43-059-0070-26,1718,2-No,MARSHALL COUNTY
MIDWAY SCHOOL,Illinois,2-No,2-No,38.930420,-89.970740,4105700702009,*4105700702009,41-057-0070-26,1713,2-No,MADISON COUNTY
MIDWEST CENTRAL HIGH SCHOOL,Illinois,2-No,2-No,40.415665,-89.781437,3806019100001,*3806019100001,38-060-1910-26,1718,2-No,MASON COUNTY
MIDWEST CENTRAL MIDDLE SCHOOL,Illinois,2-No,2-No,40.407466,-89.643106,3806019101003,*3806019101003,38-060-1910-26,1718,2-No,TAZEWELL COUNTY
MIDWEST CENTRAL PRIMARY SCHOOL,Illinois,2-No,2-No,40.415431,-89.775148,3806019102003,*3806019102003,38-060-1910-26,1718,1-Yes,MASON COUNTY
MIGUEL JUAREZ MIDDLE SCHOOL,Illinois,2-No,2-No,42.362703,-87.847619,3404906001005,*3404906001005,34-049-0600-26,1710,2-No,LAKE COUNTY
MILBURN ALTERNATIVE SCHOOL,Illinois,2-No,2-No,41.741898,-87.617045,1501629903790,*1501629903790,15-016-2990-25,1701,2-No,COOK COUNTY
MILES D DAVIS ELEMENTARY SCHOOL,Illinois,2-No,2-No,38.626741,-90.139759,5008218902051,*5008218902051,50-082-1890-22,1712,1-Yes,ST. CLAIR COUNTY
MILFORD GRADE SCHOOL EAST CAMPUS,Illinois,2-No,2-No,40.769840,-87.572366,3203828002002,*3203828002002,32-038-2800-04,1716,1-Yes,IROQUOIS COUNTY
MILFORD GRADE SCHOOL WEST CAMPUS,Illinois,2-No,2-No,40.627225,-87.697855,3203828002001,*3203828002001,32-038-2800-04,1716,1-Yes,IROQUOIS COUNTY
MILFORD HIGH SCHOOL,Illinois,2-No,2-No,40.627600,-87.701300,3203823300001,*3203823300001,32-038-2330-17,1716,2-No,IROQUOIS COUNTY
MILL CREEK SCHOOL,Illinois,2-No,2-No,41.881206,-88.386212,3104530402007,*3104530402007,31-045-3040-26,1714,1-Yes,KANE COUNTY
MILL STREET ELEM SCHOOL,Illinois,2-No,2-No,41.790333,-88.153223,1902220302005,*1902220302005,19-022-2030-26,1706,1-Yes,DUPAGE COUNTY
MILLBROOK JUNIOR HIGH SCHOOL,Illinois,2-No,2-No,41.597339,-88.554850,2404706601001,*2404706601001,24-047-0660-04,1714,2-No,KENDALL COUNTY
MILLBURN CENTRAL SCHOOL,Illinois,2-No,2-No,42.424606,-87.993517,3404902402001,*3404902402001,34-049-0240-04,1714,1-Yes,LAKE COUNTY
MILLBURN WEST,Illinois,2-No,2-No,42.432150,-88.012774,3404902402002,*3404902402002,34-049-0240-04,1714,1-Yes,LAKE COUNTY
MILLEDGEVILLE ELEM SCHOOL,Illinois,2-No,2-No,41.966698,-89.773110,0800839902002,*0800839902002,08-008-3990-26,1717,2-No,CARROLL COUNTY
MILLEDGEVILLE HIGH SCHOOL,Illinois,2-No,2-No,41.966698,-89.773110,0800839900002,*0800839900002,08-008-3990-26,1717,2-No,CARROLL COUNTY
MILLENNIUM ELEM SCHOOL,Illinois,2-No,2-No,41.566901,-87.824009,0701614002007,*0701614002007,07-016-1400-02,1703,1-Yes,COOK COUNTY
MILLENNIUM SCHOOL,Illinois,2-No,2-No,41.558037,-87.642518,0701615302006,*0701615302006,07-016-1530-02,1702,2-No,COOK COUNTY
MILLIGAN ACADEMY RSSP,Illinois,2-No,2-No,39.845169,-88.954202,3900000009301,*3900000009301,39-000-0000-00,1713,2-No,MACON COUNTY
MILLIKIN ELEM SCHOOL,Illinois,2-No,2-No,41.441393,-90.147190,2803722802003,*2803722802003,28-037-2280-26,1717,1-Yes,HENRY COUNTY
MILLSTADT CONSOLIDATED SCHOOL,Illinois,2-No,2-No,38.462340,-90.093810,5008216002001,*5008216002001,50-082-1600-04,1712,1-Yes,ST. CLAIR COUNTY
MILLSTADT PRIMARY CENTER,Illinois,2-No,2-No,38.464988,-90.093774,5008216002002,*5008216002002,50-082-1600-04,1712,2-No,ST. CLAIR COUNTY
MILNE GROVE ELEM SCHOOL,Illinois,2-No,2-No,41.589495,-88.048008,5609909102001,*5609909102001,56-099-0910-02,1703,2-No,WILL COUNTY
MILTON POPE ELEM SCHOOL,Illinois,2-No,2-No,41.397695,-88.633933,3505021002001,*3505021002001,35-050-2100-04,1716,1-Yes,LASALLE COUNTY
MINER SCHOOL,Illinois,2-No,2-No,42.084126,-87.969771,0501680506004,*0501680506004,05-016-8050-60,1709,1-Yes,COOK COUNTY
MINOOKA COMMUNITY HIGH SCHOOL,Illinois,2-No,2-No,41.449931,-88.262908,2403211100001,*2403211100001,24-032-1110-16,1716,2-No,GRUNDY COUNTY
MINOOKA ELEM SCHOOL,Illinois,2-No,2-No,41.460702,-88.263865,2403220102001,*2403220102001,24-032-2010-04,1716,1-Yes,GRUNDY COUNTY
MINOOKA INTERMEDIATE SCHOOL,Illinois,2-No,2-No,41.447842,-88.268799,2403220102002,*2403220102002,24-032-2010-04,1716,2-No,GRUNDY COUNTY
MINOOKA JR HIGH SCHOOL,Illinois,2-No,2-No,41.449248,-88.269715,2403220101002,*2403220101002,24-032-2010-04,1716,2-No,GRUNDY COUNTY
MINOOKA PRIMARY CENTER,Illinois,2-No,2-No,41.457847,-88.264657,2403220102006,*2403220102006,24-032-2010-04,1716,2-No,GRUNDY COUNTY
MIRELES ELEM ACADEMY,Illinois,2-No,2-No,41.731390,-87.552866,1501629902452,*1501629902452,15-016-2990-25,1702,1-Yes,COOK COUNTY
MITCHELL ELEM SCHOOL,Illinois,2-No,2-No,41.891968,-87.683447,1501629902353,*1501629902353,15-016-2990-25,1705,1-Yes,COOK COUNTY
MITCHELL ELEMENTARY SCHOOL,Illinois,2-No,2-No,38.761090,-90.087021,4105700902013,*4105700902013,41-057-0090-26,1712,1-Yes,MADISON COUNTY
MLK A R T PROGRAM,Illinois,2-No,2-No,41.503819,-90.586189,4900000009303,*4900000009303,49-000-0000-00,1717,2-No,ROCK ISLAND COUNTY
MOHAWK ELEM SCHOOL,Illinois,2-No,2-No,41.965504,-87.954604,1902200202005,*1902200202005,19-022-0020-02,1708,1-Yes,DUPAGE COUNTY
MOHAWK INTERMEDIATE SCHOOL,Illinois,2-No,2-No,41.478199,-87.695925,0701616302007,*0701616302007,07-016-1630-02,1702,1-Yes,COOK COUNTY
MOKENA ELEM SCHOOL,Illinois,2-No,2-No,41.533025,-87.891108,5609915902002,*5609915902002,56-099-1590-02,1701,2-No,WILL COUNTY
MOKENA INTERMEDIATE SCHOOL,Illinois,2-No,2-No,41.534360,-87.893664,5609915902004,*5609915902004,56-099-1590-02,1701,1-Yes,WILL COUNTY
MOKENA JR HIGH SCHOOL,Illinois,2-No,2-No,41.530952,-87.865567,5609915901001,*5609915901001,56-099-1590-02,1701,2-No,WILL COUNTY
MOLINE HIGH SCH AT COOLIDGE CAMPUS,Illinois,2-No,2-No,41.490862,-90.487975,4908104003002,*4908104003002,49-081-0400-22,1717,2-No,ROCK ISLAND COUNTY
MOLINE SR HIGH SCHOOL,Illinois,2-No,2-No,41.487416,-90.484221,4908104000001,*4908104000001,49-081-0400-22,1717,2-No,ROCK ISLAND COUNTY
MOLLISON ELEM SCHOOL,Illinois,2-No,2-No,41.814546,-87.616374,1501629902354,*1501629902354,15-016-2990-25,1707,1-Yes,COOK COUNTY
MOMENCE HIGH SCHOOL,Illinois,2-No,2-No,41.162840,-87.671203,3204600100003,*3204600100003,32-046-0010-26,1702,2-No,KANKAKEE COUNTY
MOMENCE JR HIGH SCHOOL,Illinois,2-No,2-No,41.163633,-87.674051,3204600101002,*3204600101002,32-046-0010-26,1702,2-No,KANKAKEE COUNTY
MONEE EDUCATION CENTER,Illinois,2-No,2-No,41.418918,-87.737080,5600000009203,*5600000009203,56-000-0000-00,1702,2-No,WILL COUNTY
MONEE EDUCATION CENTER,Illinois,2-No,2-No,41.419182,-87.737236,56099201U3002,*56099201U3002,56-099-201U-26,1702,2-No,WILL COUNTY
MONEE ELEMENTARY SCHOOL,Illinois,2-No,2-No,41.429450,-87.727399,56099201U2006,*56099201U2006,56-099-201U-26,1702,1-Yes,WILL COUNTY
MONGE JR HIGH SCHOOL,Illinois,2-No,2-No,41.560176,-88.093381,5609908801002,*5609908801002,56-099-0880-02,1703,2-No,WILL COUNTY
MONMOUTH-ROSEVILLE HIGH SCH,Illinois,2-No,2-No,40.910718,-90.651465,2709423800001,*2709423800001,27-094-2380-26,1717,2-No,WARREN COUNTY
MONMOUTH-ROSEVILLE JR HIGH SCH,Illinois,2-No,2-No,40.727048,-90.661443,2709423801001,*2709423801001,27-094-2380-26,1717,2-No,WARREN COUNTY
MONROE CENTER GRADE SCHOOL,Illinois,2-No,2-No,42.100878,-89.007307,4707122302004,*4707122302004,47-071-2230-26,1716,1-Yes,OGLE COUNTY
MONROE ELEM SCHOOL,Illinois,2-No,2-No,40.660379,-89.674704,4807207002001,*4807207002001,48-072-0700-02,1717,1-Yes,PEORIA COUNTY
MONROE ELEM SCHOOL,Illinois,2-No,2-No,39.294349,-87.988484,11012004C2003,*11012004C2003,11-012-004C-26,1715,1-Yes,CLARK COUNTY
MONROE ELEM SCHOOL,Illinois,2-No,2-No,41.929636,-87.718831,1501629902355,*1501629902355,15-016-2990-25,1704,1-Yes,COOK COUNTY
MONROE ELEM SCHOOL,Illinois,2-No,2-No,41.806004,-87.937846,1902218102004,*1902218102004,19-022-1810-04,1705,1-Yes,DUPAGE COUNTY
MONROE ELEMENTARY SCHOOL,Illinois,2-No,2-No,39.897910,-91.363394,0100117202016,*0100117202016,01-001-1720-22,1718,2-No,ADAMS COUNTY
MONROE MIDDLE SCHOOL,Illinois,2-No,2-No,41.868124,-88.131602,1902220001001,*1902220001001,19-022-2000-26,1706,2-No,DUPAGE COUNTY
MONROE/RANDOLPH RED BRICK SCH,Illinois,2-No,2-No,38.129518,-90.008123,4500000009301,*4500000009301,45-000-0000-00,1712,2-No,RANDOLPH COUNTY
MONTEFIORE SPECIAL ELEM SCHOOL,Illinois,2-No,2-No,41.864460,-87.666657,1501629903116,*1501629903116,15-016-2990-25,1707,2-No,COOK COUNTY
MONTESSORI ELEMENTARY SCHOOL,Illinois,2-No,1-Yes,42.334981,-89.098205,0410120502085,*0410120502085,04-101-2050-25,1716,1-Yes,WINNEBAGO COUNTY
MONTICELLO HIGH SCHOOL,Illinois,2-No,2-No,40.019639,-88.572074,3907402500001,*3907402500001,39-074-0250-26,1713,2-No,PIATT COUNTY
MONTICELLO MIDDLE SCHOOL,Illinois,2-No,2-No,40.023337,-88.556402,3907402501002,*3907402501002,39-074-0250-26,1713,2-No,PIATT COUNTY
MONTMORENCY CCSD #145,Illinois,2-No,2-No,41.721009,-89.690692,5509814502001,*5509814502001,55-098-1450-04,1717,1-Yes,WHITESIDE COUNTY
MOOS ELEM SCHOOL,Illinois,2-No,2-No,41.912900,-87.696205,1501629902356,*1501629902356,15-016-2990-25,1704,1-Yes,COOK COUNTY
MORGAN ELEM SCHOOL,Illinois,2-No,2-No,41.741261,-87.639535,1501629902047,*1501629902047,15-016-2990-25,1701,1-Yes,COOK COUNTY
MORGAN PARK HIGH SCHOOL,Illinois,2-No,2-No,41.692074,-87.665296,1501629900031,*1501629900031,15-016-2990-25,1701,2-No,COOK COUNTY
MORRILL ELEM MATH & SCI SCHOOL,Illinois,2-No,2-No,41.783865,-87.688321,1501629902357,*1501629902357,15-016-2990-25,1707,1-Yes,COOK COUNTY
MORRIS COMMUNITY HIGH SCHOOL,Illinois,2-No,2-No,41.364851,-88.433481,2403210100001,*2403210100001,24-032-1010-16,1716,2-No,GRUNDY COUNTY
MORRISON HIGH SCHOOL,Illinois,2-No,2-No,41.799340,-89.970233,5509800600001,*5509800600001,55-098-0060-26,1717,2-No,WHITESIDE COUNTY
MORRISON JR HIGH SCHOOL,Illinois,2-No,2-No,41.801724,-89.966399,5509800601001,*5509800601001,55-098-0060-26,1717,2-No,WHITESIDE COUNTY
MORRISONVILLE ELEM SCHOOL,Illinois,2-No,2-No,39.423749,-89.457354,1001100102001,*1001100102001,10-011-0010-26,1713,1-Yes,CHRISTIAN COUNTY
MORRISONVILLE HIGH SCHOOL,Illinois,2-No,2-No,39.422467,-89.458236,1001100100002,*1001100100002,10-011-0010-26,1713,2-No,CHRISTIAN COUNTY
MORRISONVILLE JR HIGH SCHOOL,Illinois,2-No,2-No,39.422467,-89.458236,1001100101001,*1001100101001,10-011-0010-26,1713,2-No,CHRISTIAN COUNTY
MORTON ALTERNATIVE SCHOOLS,Illinois,2-No,2-No,41.854666,-87.759437,0600000009303,*0600000009303,06-000-0000-00,1704,2-No,COOK COUNTY
MORTON ELEM CAREER ACADEMY,Illinois,2-No,2-No,41.889063,-87.704804,1501629902844,*1501629902844,15-016-2990-25,1707,1-Yes,COOK COUNTY
MORTON GINGERWOOD ELEM SCHOOL,Illinois,2-No,2-No,41.583609,-87.738621,0701614502004,*0701614502004,07-016-1450-02,1701,2-No,COOK COUNTY
MORTON HIGH SCHOOL,Illinois,2-No,2-No,40.611493,-89.453532,5309070900006,*5309070900006,53-090-7090-26,1718,2-No,TAZEWELL COUNTY
MORTON JR HIGH SCHOOL,Illinois,2-No,2-No,40.613378,-89.455512,5309070901005,*5309070901005,53-090-7090-26,1718,2-No,TAZEWELL COUNTY
MOSSVILLE ELEMENTARY SCHOOL,Illinois,2-No,2-No,40.836150,-89.564130,4807232102005,*4807232102005,48-072-3210-26,1718,1-Yes,PEORIA COUNTY
MOSSVILLE JR HIGH,Illinois,2-No,2-No,40.836120,-89.564120,4807232101001,*4807232101001,48-072-3210-26,1718,2-No,PEORIA COUNTY
MOTIVATIONAL ACHIEVEMNT CENTER,Illinois,2-No,2-No,38.909004,-90.149835,4105701103006,*4105701103006,41-057-0110-26,1712,1-Yes,MADISON COUNTY
MOULTON ELEMENTARY SCHOOL,Illinois,2-No,2-No,39.414002,-88.806130,1108700402002,*1108700402002,11-087-0040-26,1715,1-Yes,SHELBY COUNTY
