"schoolid" "black11" "size11" "lep11" "lowinc11" "rwarn" "rbelow" "rmeet" "rexceed" "mwarn" "mbelow" "mmeet" "mexceed" "rwarnp" "rbelowp" "rmeetp" "rexceedp" "mwarnp" "mbelowp" "mmeetp" "mexceedp" "latitude" "longitude" "dmin" "dmax" "rad1" "rad2" "rad5" "rad10" "rmex11" "mmex11" "rmex09" "mmex09"
"234" 808914502004 31.1 253 0.7 74.1 0 14.3 35.7 50 0 4.8 47.6 47.6 1.6 26.6 40.6 31.3 0 17.2 59.4 23.4 42.289069 -89.607402 24.5503605243255 255.019806644576 0 0 0 0 85.7 95.2 71.9 82.8
"235" 808914502005 20.7 183 0.5 64 0 22.5 60 17.5 0 10 77.5 12.5 1.8 27.3 43.6 27.3 1.8 9.1 65.5 23.6 42.301302 -89.655172 27.0196058752542 255.584757656087 0 0 0 0 77.5 90 70.9 89.1
"236" 808914502006 11.1 221 0.4 52.5 0 11.1 61.1 27.8 0 9.3 53.7 37 0 8.1 46.8 45.2 0 4.8 66.1 29 42.286647 -89.64661 26.5515929165169 254.625653409804 0 0 0 0 88.9 90.7 92 95.1
"237" 808914502012 34.2 223 0.4 80.2 2.3 25.6 55.8 16.3 2.3 11.6 76.7 9.3 0 50 40.9 9.1 2.3 40.9 54.5 2.3 42.301996 -89.606728 24.5498794842977 255.910840473911 0 0 0 0 72.1 86 50 56.8
"239" 808914502017 27.2 247 1 65.2 0 26.7 57.8 15.6 0 11.1 77.8 11.1 NA NA NA NA NA NA NA NA 42.286053 -89.673552 27.9282461900339 254.437732008916 0 0 0 0 73.4 88.9 NA NA
"242" 808920002001 0.4 225 0 32.1 0 10.3 51.3 38.5 0 2.6 46.2 51.3 0 8.8 52.9 38.2 0 2.9 64.7 32.4 42.267041 -89.828912 35.8861277259442 252.431541092776 0 0 0 0 89.8 97.5 91.1 97.1
"244" 808920102003 1.1 418 0.4 24.8 0 20.6 39.7 39.7 0 4.8 60.3 34.9 0 8.6 51.7 39.7 0 0 56.9 43.1 42.384562 -89.530492 21.8038872933157 262.054535608645 0 0 0 0 79.4 95.2 91.4 100
"247" 808920202003 2.4 378 0.7 37 0 11.8 47.1 41.2 0 5.9 72.5 21.6 0 15.5 55.2 29.3 0 6.9 65.5 27.6 42.377018 -89.815297 35.7665694170147 260.060691093734 0 0 0 0 88.3 94.1 84.5 93.1
"250" 808920302003 0.5 166 0 22.9 0 11.1 63 25.9 3.7 3.7 59.3 33.3 0 6.3 56.3 37.5 0 6.3 53.1 40.6 42.464768 -89.64575 29.3544049287284 266.866621602367 0 0 0 0 88.9 92.6 93.8 93.7
"252" 901000102002 2.2 278 0 30.2 0 27.8 57.4 14.8 0 3.7 83.3 13 2.7 16.2 62.2 18.9 2.7 8.1 78.4 10.8 40.30899 -88.35433 38.2680729535191 151.290076350549 0 0 0 0 72.2 96.3 81.1 89.2
"255" 901000302003 0.6 602 0 17.5 0 9.6 38.4 52.1 0 2.7 40.6 56.6 0.5 11.7 43.4 44.4 0 4.1 44.7 51.3 40.198486 -88.407028 36.1213345864656 148.794266799582 0 0 0 0 90.5 97.2 87.8 96
"263" 901000402007 27.3 387 2.3 43.9 1.4 11.3 53.5 33.8 0 8.5 43.7 47.9 0 13.8 40 46.2 0 1.5 41.5 56.9 40.09407 -88.258279 38.9043917131987 157.715165526888 0 0 0 0 87.3 91.6 86.2 98.4
"264" 901000402008 43.2 367 3.2 60.4 0 46.2 36.9 16.9 4.6 27.7 43.1 24.6 1.6 14.1 37.5 46.9 0 15.6 59.4 25 40.097807 -88.272664 38.3237857682552 157.254539487561 0 0 0 0 53.8 67.7 84.4 84.4
"265" 901000402010 37.9 356 2 56.8 0 29.8 24.6 45.6 0 19.3 36.8 43.9 1.6 19.4 37.1 41.9 0 8.1 46.8 45.2 40.116676 -88.264425 39.2879464987021 156.125034592975 0 0 0 0 70.2 80.7 79 92
"266" 901000402011 45.4 380 13.5 74.3 1.7 25.9 39.7 32.8 1.7 20.3 42.4 35.6 5.3 7 47.4 40.4 0 13.8 34.5 51.7 40.136317 -88.273602 39.4928458959061 154.686274236152 0 0 0 0 72.5 78 87.8 86.2
"267" 901000402013 41.9 359 2.5 64.9 1.5 33.8 44.6 20 1.5 15.4 55.4 27.7 1.6 20.3 54.7 23.4 0 11.5 52.5 36.1 40.105062 -88.292867 37.5846220212535 156.47871837038 0 0 0 0 64.6 83.1 78.1 88.6
"268" 901000402017 30.3 505 1.3 44.2 4.3 40.9 29 25.8 0 12 62 26.1 1.5 22.1 57.4 19.1 1.5 11.9 35.8 50.7 40.090757 -88.287423 37.4103799355265 157.508117907933 0 0 0 0 54.8 88.1 76.5 86.5
"269" 901000402020 35.9 197 40.5 81.9 2 38 28 32 2 11.8 54.9 31.4 3 33.3 27.3 36.4 0 12.1 51.5 36.4 40.123559 -88.227528 41.2451190550091 156.232151938896 0 0 0 0 60 86.3 63.7 87.9
"270" 901000402021 22.5 368 19.4 50 0 23.5 44.1 32.4 0 8.8 61.8 29.4 1.5 22.4 46.3 29.9 0 8.8 52.9 38.2 40.108347 -88.267771 38.8731274672308 156.627452800227 0 0 0 0 76.5 91.2 76.2 91.1
"271" 901000402024 30.5 245 0.4 41.8 2.2 17.8 42.2 37.8 0 4.3 63 32.6 0 17 42.6 40.4 0 10.6 27.7 61.7 40.108085 -88.255321 39.4569161285348 156.830632679113 0 0 0 0 80 95.6 83 89.4
"272" 901000402026 43.7 428 16.2 73.8 3.4 44.9 30.3 21.3 6.5 21.5 39.8 32.3 2 27.5 31.4 39.2 0 9.4 39.6 50.9 40.124564 -88.244656 40.4659972479993 155.901535101594 0 0 0 0 51.6 72.1 70.6 90.5
"273" 901000402027 26.1 380 1.9 37.8 0 13 40.6 46.4 0 10 40 50 0 16.7 50 33.3 0 3 54.5 42.4 40.073778 -88.283501 37.1163590847125 158.693407395151 0 0 0 0 87 90 83.3 96.9
"276" 901000702006 0.2 431 0.6 28.4 0 12.9 52.9 34.1 0 12.9 55.3 31.8 0 20.5 40.9 38.6 0 15.9 63.6 20.5 39.965749 -88.267788 35.6437219625082 166.107172865718 0 0 0 0 87 87.1 79.5 84.1
"277" 901000702007 0 274 1 30.9 0 15.1 56.6 28.3 1.8 9.1 60 29.1 2.3 11.6 39.5 46.5 0 7 48.8 44.2 40.02652 -88.155131 42.4361669330698 163.774835332097 0 0 0 0 84.9 89.1 86 93
"280" 901000802001 0.8 205 0 35.9 0 20.8 54.7 24.5 0 3.8 77.4 18.9 2.4 26.8 41.5 29.3 0 14.6 56.1 29.3 40.036672 -87.965547 52.3251856690079 166.427160295992 0 0 0 0 79.2 96.3 70.8 85.4
"283" 901011602004 57.4 258 30.5 86.2 0 25 44.6 30.4 1.5 15.4 58.5 24.6 0 22.2 44.4 33.3 5 20 40 35 40.120391 -88.223328 41.3489564241188 156.506745981447 0 0 0 0 75 83.1 77.7 75
"284" 901011602005 7 402 31.2 61.9 0 30.2 28.6 41.3 1.6 12.9 50 35.5 0 18.8 33.3 47.9 0 14.3 44.9 40.8 40.108106 -88.210942 41.5833921670358 157.511410370215 0 0 0 0 69.9 85.5 81.2 85.7
"285" 901011602007 58.7 292 0.9 80.7 0 48.3 36.7 15 1.7 20 71.7 6.7 0 44.2 44.2 11.6 2.3 25.6 65.1 7 40.106498 -88.1798 43.0451059520334 158.114215696109 0 0 0 0 51.7 78.4 55.8 72.1
"286" 901011602008 26.1 232 2.2 64.7 0 36.8 36.8 26.3 0 2.6 63.2 34.2 3 27.3 42.4 27.3 0 15.2 48.5 36.4 40.096993 -88.184593 42.5563558742384 158.662367784582 0 0 0 0 63.1 97.4 69.7 84.9
"287" 901011602012 19.9 277 3.8 47.6 1.8 17.9 44.6 35.7 1.8 10.7 50 37.5 2 34.7 40.8 22.4 0 20.4 49 30.6 40.090246 -88.198668 41.6907566292876 158.882723341442 0 0 0 0 80.3 87.5 63.2 79.6
"288" 901011602013 37.6 295 2.4 66 0 19.6 47.1 33.3 3.9 11.8 58.8 25.5 2.1 14.9 66 17 2.1 19.1 55.3 23.4 40.099462 -88.198928 41.9244389426588 158.271038480971 0 0 0 0 80.4 84.3 83 78.7
"289" 901013002001 2.3 136 13.1 53.1 5.3 21.1 47.4 26.3 0 10.5 63.2 26.3 0 5 60 35 0 0 45 55 40.240641 -88.186879 47.1589938482474 153.703027838647 0 0 0 0 73.7 89.5 95 100
"291" 901013702001 44.6 200 0 88.3 1.3 41.3 50 7.5 0 25.3 59.5 15.2 2.4 34.1 41.2 22.4 1.2 23.5 64.7 10.6 40.305795 -88.168958 47.6065909645744 157.617818385054 0 0 0 0 57.5 74.7 63.6 75.3
"293" 901013702006 28.6 198 16.4 83.2 4.2 25 52.8 18.1 4.2 5.6 73.6 16.7 1.1 44.9 38.2 15.7 0 16.5 67 16.5 40.313953 -88.149357 48.4420722275658 158.735431887631 0 0 0 0 70.9 90.3 53.9 83.5
"295" 901014202001 5.8 32 11.6 84.1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 40.385014 -88.126929 48.5177329077362 163.140462051535 0 0 0 0 NA NA NA NA
"297" 901016902001 1.2 457 0 14.7 0 14.3 43.9 41.8 0 6.1 66.3 27.6 0 17.5 62.9 19.6 0 9.3 66 24.7 40.108654 -88.038025 50.0704437855219 160.422831531639 0 0 0 0 85.7 93.9 82.5 90.7
"298" 901018802001 0 157 0 33.2 0 16 32 52 0 4 44 52 0 17.4 43.5 39.1 0 8.7 60.9 30.4 40.304425 -88.02144 55.1216746823749 162.964360911898 0 0 0 0 84 96 82.6 91.3
"301" 901019702001 0 29 0 10.6 0 0 18.8 81.3 0 0 50 50 0 5.9 47.1 47.1 0 11.8 52.9 35.3 40.192792 -87.968549 55.6584697981056 159.684044501222 0 0 0 0 100.1 100 94.2 88.2
"302" 901019702002 0 86 0 19.2 0 13.3 46.7 40 0 0 53.3 46.7 0 0 90 10 0 0 70 30 40.116307 -87.958281 54.2209994782738 161.440917634133 0 0 0 0 86.7 100 100 100
"306" 902700502004 0.4 469 0 37.8 0 5.5 53.8 40.7 0 1.1 67 31.9 1 21.2 44.4 33.3 0 6.1 64.6 29.3 40.475588 -88.372702 34.9591322396384 159.666870744658 0 0 0 0 94.5 98.9 77.7 93.9
"310" 902701002005 0.6 305 5.5 38 0 19.3 46.2 34.5 0 11.8 65.5 22.7 2.6 27.4 51.3 18.8 1.7 20.5 53.8 23.9 40.459065 -88.093502 49.6765544062572 168.118867533426 0 0 0 0 80.7 88.2 70.1 77.7
"313" 1001100102001 2.7 145 0 47.3 0 9.1 72.7 18.2 0 4.5 86.4 9.1 0 15.4 46.2 38.5 0 3.8 84.6 11.5 39.423749 -89.457354 26.0308866585196 214.669679017169 0 0 0 0 90.9 95.5 84.7 96.1
"316" 1001100302001 1.9 219 0 66.8 0 36.8 52.6 10.5 0 10.5 57.9 31.6 2.2 15.6 46.7 35.6 0 8.9 53.3 37.8 39.546687 -89.294258 23.5385459738299 203.757564234931 0 0 0 0 63.1 89.5 82.3 91.1
"317" 1001100302003 0 371 0 43.6 0 17 48.9 34 0 0 74.5 25.5 2.4 17.1 58.5 22 0 7.3 63.4 29.3 39.557761 -89.291185 23.1426034099985 202.980541659038 0 0 0 0 82.9 100 80.5 92.7
"318" 1001100302004 0.7 243 0 56.2 0 24.4 40 35.6 0 4.4 71.1 24.4 0 16.7 52.4 31 0 9.5 69 21.4 39.541845 -89.307683 23.2589439093664 204.305813802695 0 0 0 0 75.6 95.5 83.4 90.4
"319" 1001100302005 0.3 269 0 40.1 0 20.4 38.8 40.8 0 12.2 57.1 30.6 0 21.4 64.3 14.3 0 7.1 57.1 35.7 39.639776 -89.183986 20.413401483269 195.80368141325 0 0 0 0 79.6 87.7 78.6 92.8
"322" 1001100402001 2.1 106 0 30.3 0 27.3 40.9 31.8 0 4.5 54.5 40.9 0 44 32 24 0 24 64 12 39.659929 -89.388021 14.7179426210694 198.091441123318 0 0 0 0 72.7 95.4 56 76
"325" 1001100802001 0 244 0 63.7 0 26 52 22 2 11 64 23 1 32.7 44.6 21.8 0 10.9 66.3 22.8 39.38789 -89.074151 33.4623324024621 210.845472235483 0 0 0 0 74 87 66.4 89.1
"329" 1001101402001 1.8 130 0 56.2 0 19 61.9 19 0 19 81 0 0 18.2 60.6 21.2 0 15.2 66.7 18.2 39.589438 -89.414372 17.0025576604581 203.142579176428 0 0 0 0 80.9 81 81.8 84.9
"332" 1006800202003 0 73 0 57.7 0 20 45 35 5 10 80 5 0 50 22.2 27.8 0 27.8 61.1 11.1 39.440364 -89.648628 23.5194944633396 217.33387890662 0 0 0 0 80 85 50 72.2
"333" 1006800202005 0 126 0 47.3 4.8 28.6 47.6 19 0 15 65 20 0 14.3 47.6 38.1 0 4.8 52.4 42.9 39.32605 -89.57257 31.4458376342959 223.153751987035 0 0 0 0 66.6 85 85.7 95.3
"336" 1006800302003 2.4 659 0 50.3 1 29.4 48 21.6 2 15.7 67.6 14.7 2.3 23.9 45.5 28.4 3.4 20.5 61.4 14.8 39.150539 -89.49986 43.9296405357303 233.213552539941 0 0 0 0 69.6 82.3 73.9 76.2
"337" 1006800302006 2 208 0 67.7 3.3 36.7 56.7 3.3 6.7 20 66.7 6.7 0 31.8 59.1 9.1 0 36.4 63.6 0 39.09296 -89.38465 49.053431713519 235.057161768886 0 0 0 0 60 73.4 68.2 63.6
"342" 1006801202006 2.6 154 0 57 0 38.6 48.5 12.9 0 16.8 69.3 13.9 0 26 51.9 22.1 0 12.5 64.4 23.1 39.179961 -89.658103 41.5093519226659 234.21792636493 0 0 0 0 61.4 83.2 74 87.5
"344" 1006802202003 0 296 0 50 10.3 20.5 38.5 30.8 2.6 28.2 33.3 35.9 2.7 32.4 43.2 21.6 2.7 16.2 54.1 27 39.304411 -89.28965 37.1921561990497 219.594516186429 0 0 0 0 69.3 69.2 64.8 81.1
"348" 1101500102004 3.7 622 0.3 40.5 0 14.9 47.7 37.4 0 6.9 52 41 0 16.7 49.4 33.9 0 2.8 56.7 40.6 39.497232 -88.174156 47.1173658208849 198.679224388516 0 0 0 0 85.1 93 83.3 97.3
"350" 1101500102007 0.7 99 0 38.4 0 3.3 60 36.7 0 3.3 70 26.7 4 24 48 24 0 16 72 12 39.531435 -88.021024 53.1382089809412 198.564953366965 0 0 0 0 96.7 96.7 72 84
"353" 1101500202015 4.5 691 0.9 59 0.8 22.8 44.7 31.7 0.8 13.8 62.6 22.8 0 22.1 50.4 27.5 0.8 10.6 66.7 22 39.463996 -88.365581 40.3782921541431 198.969941948371 0 0 0 0 76.4 85.4 77.9 88.7
"354" 1101500202016 2.8 755 0.5 57.1 0 24.3 54.3 21.4 0.7 13.5 73.8 12.1 1.7 17.2 48.3 32.8 0 7 64.9 28.1 39.482523 -88.414195 37.6123156467019 197.951474562772 0 0 0 0 75.7 85.9 81.1 93
"356" 1101500502001 0 168 0 56.5 0 45 20 35 0 20 65 15 10 15 35 40 5 10 50 35 39.657388 -88.021522 49.9933930447765 190.23121350735 0 0 0 0 55 80 75 85
"360" 1101800302005 0.6 120 0 45.3 0 19.6 54.9 25.5 0 7.8 76.5 15.7 0 13.2 43.4 43.4 0 1.9 66 32.1 39.373652 -88.457389 41.7536597227339 205.679503462099 0 0 0 0 80.4 92.2 86.8 98.1
"363" 1101807702003 0 384 0 59.5 0 24.6 46.2 29.2 0 10.8 58.5 30.8 0 15.4 49.2 35.4 0 10.8 53.8 35.4 39.257258 -88.19359 56.9773283165103 214.558238932932 0 0 0 0 75.4 89.3 84.6 89.2
"366" 1102130102002 0.2 365 0 38.3 0 12.7 54.4 32.9 0 2.5 65.8 31.6 0 5.8 59.3 34.9 0 5.8 57 37.2 39.808868 -88.271849 34.8581530881429 176.530284564419 0 0 0 0 87.3 97.4 94.2 94.2
"369" 1102130202001 0 321 0.3 37.4 0 25.6 41.9 32.6 0 2.3 76.7 20.9 0 12.2 61.2 26.5 0 0 75.5 24.5 39.869223 -88.161615 40.5268916925362 174.063917151763 0 0 0 0 74.5 97.6 87.7 100
"372" 1102130502003 1.2 305 0.9 27 0 5.4 56.8 37.8 0 0 59.5 40.5 0 22.2 55.6 22.2 2.8 11.1 72.2 13.9 39.714219 -88.470992 26.1167559112634 182.40730036102 0 0 0 0 94.6 100 77.8 86.1
"374" 1102130602002 0.9 394 11.7 40.7 0 29.8 50.9 19.3 0 17.5 68.4 14 0 24.5 52.8 22.6 0 9.4 77.4 13.2 39.683624 -88.317533 34.4806854070026 184.366425566786 0 0 0 0 70.2 82.4 75.4 90.6
"377" 1102300102002 0 89 0 53.9 0 37 48.1 14.8 3.7 3.7 77.8 14.8 0 17.6 50 32.4 0 14.7 70.6 14.7 39.787658 -87.861786 56.6664906174303 184.465394525796 0 0 0 0 62.9 92.6 82.4 85.3
"379" 1102300302002 2 108 0 57.8 4 40 48 8 0 12 88 0 0 21.4 57.1 21.4 7.1 21.4 42.9 28.6 39.551003 -87.939527 56.5609655768697 198.556055855247 0 0 0 0 56 88 78.5 71.5
"381" 1102300402001 0.3 307 0 30.3 0 22.7 52.3 25 0 9.1 75 15.9 0 14.7 52.9 32.4 0 13.2 64.7 22.1 39.606664 -87.674032 68.7436346161126 199.734582174779 0 0 0 0 77.3 90.9 85.3 86.8
"384" 1102300602003 0 117 0 36.5 0 13.8 55.2 31 0 6.9 75.9 17.2 0 14.8 59.3 25.9 0 3.7 70.4 25.9 39.80405 -87.672309 66.6077574595719 187.180439563571 0 0 0 0 86.2 93.1 85.2 96.3
"387" 1102309502006 0 243 0 60.8 0 15 53.8 31.3 0 5 56.3 38.8 0 9.2 56.1 34.7 0 3.1 60.2 36.7 39.610338 -87.701209 67.2807952326527 198.964439596738 0 0 0 0 85.1 95.1 90.8 96.9
"390" 1107030002001 0.3 539 0 51.3 0 10.5 47.7 41.9 0 2.3 65.1 32.6 0 11.4 57 31.6 0 6.3 72.2 21.5 39.607725 -88.610332 24.1020118082902 190.768072360023 0 0 0 0 89.6 97.7 88.6 93.7
"393" 1107030202001 0 141 0 18.9 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 39.647551 -88.73936 17.6163802179675 189.29390985881 0 0 0 0 NA NA NA NA
"395" 1107030302001 0.9 195 0 46.2 0 23.8 52.4 23.8 0 19 52.4 28.6 0 18.2 45.5 36.4 0 0 81.8 18.2 39.71123 -88.626722 18.8528393096175 183.86200773692 0 0 0 0 76.2 81 81.9 100
"397" 1108700102002 0 170 0 48.8 0 23.3 46.7 30 3.3 6.7 63.3 26.7 0 4.2 58.3 37.5 0 8.3 62.5 29.2 39.443473 -88.593137 33.6921797904052 201.838256534372 0 0 0 0 76.7 90 95.8 91.7
"399" 1108700402002 0.6 431 0 40.5 0 9.7 59.7 30.6 0 2.8 64.8 32.4 0 13.3 53 33.7 0 4.8 60.2 34.9 39.414002 -88.80613 31.3629103196185 205.815896956401 0 0 0 0 90.3 97.2 86.7 95.1
"404" 1108702102001 3.8 145 0 37 0 21.9 45.3 32.8 0 6.3 68.8 25 0 18.6 62.8 18.6 4.7 14 67.4 14 39.631397 -89.018124 16.4418105914883 193.826405999187 0 0 0 0 78.1 93.8 81.4 81.4
"405" 1108702102002 0.6 140 0 39.7 NA NA NA NA NA NA NA NA 0 23.8 47.6 28.6 0 4.8 71.4 23.8 39.520735 -89.055924 24.3430337137188 201.732549297487 0 0 0 0 NA NA 76.2 95.2
"408" 1201301002001 0.6 126 0 57 0 28.6 57.1 14.3 7.1 7.1 64.3 21.4 0 37.5 37.5 25 0 12.5 62.5 25 38.68677 -88.35243 86.5699243608661 252.441975573379 0 0 0 0 71.4 85.7 62.5 87.5
"410" 1201302502004 0.8 475 0 48.1 0 25.9 50 24.1 0 15.5 60.3 24.1 0 20.7 67.2 12.1 0 12.1 67.2 20.7 38.774782 -88.507998 78.1350734614803 247.110116892476 0 0 0 0 74.1 84.4 79.3 87.9
"413" 1201303502001 0 110 0 59.7 0 11.1 46.7 42.2 0 2.2 42.2 55.6 0 16 56 28 0 4 60 36 38.639525 -88.634999 82.5053724973532 257.176885328641 0 0 0 0 88.9 97.8 84 96
"415" 1201303502005 0 132 0 57.9 1.4 20 47.1 31.4 2.8 5.6 47.9 43.7 0 18.2 64.9 16.9 1.3 6.5 71.4 20.8 38.664485 -88.525822 85.2263112486848 254.789595677952 0 0 0 0 78.5 91.6 81.8 92.2
"418" 1201700102002 0 233 0 46.9 0 21.1 44.7 34.2 2.6 10.5 71.1 15.8 0 19.2 53.8 26.9 0 3.8 73.1 23.1 39.109569 -87.657829 85.1373913713465 232.24709089569 0 0 0 0 78.9 86.9 80.7 96.2
"421" 1201700202004 1.3 279 0 48.3 0 30.8 44.9 24.3 0 15.9 65.4 18.7 0 28 47.5 24.6 0.8 10.2 71.2 17.8 39.000922 -87.736497 86.8230431583552 238.068165804598 0 0 0 0 69.2 84.1 72.1 89
"424" 1201700302002 0 240 0 42.5 0 36 44 20 0 28 60 12 0 12.5 65.6 21.9 0 12.5 78.1 9.4 39.000947 -87.62301 91.3422229484435 239.954035914788 0 0 0 0 64 72 87.5 87.5
"426" 1201700402002 0.2 402 0 41.1 0 31.9 29.8 38.3 0 10.6 53.2 36.2 5.9 29.4 35.3 29.4 3.9 23.5 47.1 25.5 39.000726 -87.91508 80.1315697394138 235.384830088393 0 0 0 0 68.1 89.4 64.7 72.6
"429" 1204000102002 0 350 0 50.3 0 20 50 30 0 3.3 75 21.7 4.2 22.9 50 22.9 0 10.4 66.7 22.9 38.986709 -88.160059 72.786680241945 233.195707370809 0 0 0 0 80 96.7 72.9 89.6
"433" 1205101002008 0.9 183 0 56.3 0 16.3 47.5 36.3 0 2.5 53.8 43.8 0 5.3 68.4 26.3 0 0 78.9 21.1 38.715038 -87.863151 97.3145465050537 255.176114436282 0 0 0 0 83.8 97.6 94.7 100
"436" 1205102002007 0.9 541 0.5 54 1.2 16.9 63.9 18.1 1.2 8.4 73.5 16.9 1 27.1 47.9 24 0 7.3 71.9 20.8 38.71876 -87.69431 102.648951215272 257.378376152955 0 0 0 0 82 90.4 71.9 92.7
"439" 1208000102008 0.5 901 0 54.4 0 24.4 46.8 28.8 0 10.9 55.8 33.3 0 14.1 57.8 28.1 0.8 2.3 63.3 33.6 38.727351 -88.05759 90.8990069235974 251.881770922615 0 0 0 0 75.6 89.1 85.9 96.9
"442" 1208000202002 0 181 0 51.4 0 34.5 48.3 17.2 0 20.7 62.1 17.2 2.6 26.3 50 21.1 0 2.6 73.7 23.7 38.698726 -88.217842 88.6242287203207 252.083529104931 0 0 0 0 65.5 79.3 71.1 97.4
"445" 1301400102002 2 403 0 40.5 1.1 20.4 46.2 32.3 1.1 6.5 63.4 29 0 18.6 54.6 26.8 0 8.2 73.2 18.6 38.614625 -89.366029 43.0510610845533 266.510699393717 0 0 0 0 78.5 92.4 81.4 91.8
"449" 1301400302002 0 99 0 15.9 0 12.8 38.3 48.9 0 2.1 53.2 44.7 0 13.9 44.4 41.7 0 8.3 47.2 44.4 38.602436 -89.685207 25.8563220558751 272.281079656662 0 0 0 0 87.2 97.9 86.1 91.6
"451" 1301400302005 3.9 267 3.6 44.6 1.7 15 41.7 41.7 1.7 8.3 46.7 43.3 0 7.4 48.5 44.1 1.5 4.4 33.8 60.3 38.539618 -89.69363 26.0134678889707 276.545476835431 0 0 0 0 83.4 90 92.6 94.1
"453" 1301401202002 0 152 3.1 34.6 0 7.1 48.2 44.6 0 1.8 58.9 39.3 0 6.3 41.3 52.4 0 4.8 55.6 39.7 38.602336 -89.435817 39.3082049423914 268.33275614795 0 0 0 0 92.8 98.2 93.7 95.3
"454" 1301402102001 0 349 0 11.8 0 7.3 51.2 41.5 0 4.9 51.2 43.9 0 7.9 44.7 47.4 0 2.6 42.1 55.3 38.607099 -89.607151 30.0511964122261 270.674186200965 0 0 0 0 92.7 95.1 92.1 97.4
"455" 1301404602001 0.6 139 1.1 57.9 0 30 60 10 0 10 70 20 0 20 53.3 26.7 0 13.3 40 46.7 38.521138 -89.150288 55.1759802581871 270.004516061109 0 0 0 0 70 90 80 86.7
"456" 1301405702001 0 104 0 2.1 0 6.7 46.7 46.7 0 0 40 60 0 0 57.1 42.9 0 0 7.1 92.9 38.535077 -89.466253 38.1391726147909 273.252160561498 0 0 0 0 93.4 100 100 100
"457" 1301406002001 0 247 1.7 16.4 0 12.5 66.7 20.8 0 0 83.3 16.7 0 0 40.7 59.3 0 7.4 51.9 40.7 38.552797 -89.536683 34.190312663982 273.140626687593 0 0 0 0 87.5 100 100 92.6
"458" 1301406202001 0 66 0 26 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 38.509289 -89.623613 30.1940464298964 277.387921178029 0 0 0 0 NA NA NA NA
"459" 1301406302001 0 176 0 19.5 0 0 56.3 43.8 0 0 43.8 56.3 0 17.4 39.1 43.5 0 0 43.5 56.5 38.544513 -89.613496 30.1874032073962 274.901800587596 0 0 0 0 100.1 100.1 82.6 100
"461" 1301418602001 0.8 81 0 83.3 0 23.1 53.8 23.1 0 7.7 76.9 15.4 NA NA NA NA NA NA NA NA 38.512012 -89.146346 55.4739072052882 270.57423419822 0 0 0 0 76.9 92.3 NA NA
"462" 1305800102001 0.9 194 0 55.4 0 28.6 53.6 17.9 0 17.9 60.7 21.4 0 48.3 41.4 10.3 0 27.6 65.5 6.9 38.520103 -88.977938 64.4299684641482 268.20436199681 0 0 0 0 71.5 82.1 51.7 72.4
"463" 1305800202001 0 63 0 30 0 23.1 53.8 23.1 0 15.4 69.2 15.4 0 41.7 41.7 16.7 0 16.7 83.3 0 38.491962 -88.902817 68.7061870605686 269.397166003977 0 0 0 0 76.9 84.6 58.4 83.3
"464" 1305800702001 0 204 0.4 54.1 3.3 20 66.7 10 0 16.7 83.3 0 0 37.5 33.3 29.2 4.2 8.3 58.3 29.2 38.61306 -88.790371 74.127507665857 260.156379860099 0 0 0 0 76.7 83.3 62.5 87.5
"465" 1305801002003 0.5 183 0 39.2 0 21.4 50 28.6 0 7.1 85.7 7.1 0 22.2 44.4 33.3 0 22.2 55.6 22.2 38.590156 -89.00036 62.8383249112559 263.679710442264 0 0 0 0 78.6 92.8 77.7 77.8
"468" 1305810002001 0 95 0 52.2 0 38.5 46.2 15.4 0 7.7 84.6 7.7 0 23.5 52.9 23.5 0 5.9 76.5 17.6 38.764478 -89.085874 58.9330567124794 252.837428560391 0 0 0 0 61.6 92.3 76.4 94.1
"470" 1305811102005 0.3 531 0 57.9 2.8 34.6 43.9 18.7 0.9 11.2 76.6 11.2 2.7 26.5 53.1 17.7 0.9 15 70.8 13.3 38.638765 -88.954908 65.2402852768029 259.917070744732 0 0 0 0 62.6 87.8 70.8 84.1
"471" 1305813302001 2.2 185 0 57.1 0 23.8 42.9 33.3 0 4.8 71.4 23.8 0 25.9 55.6 18.5 3.8 7.7 73.1 15.4 38.548417 -89.12785 56.1649366612264 267.902963864188 0 0 0 0 76.2 95.2 74.1 88.5
"475" 1305813502007 28.7 111 0 76.7 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 38.53229 -89.129181 56.2121945396024 269.006919309113 0 0 0 0 NA NA NA NA
"480" 1305840102002 1.1 226 0 63.2 2 42.9 38.8 16.3 2 28.6 61.2 8.2 0 15.4 66.7 17.9 0 5.1 84.6 10.3 38.774378 -88.837705 72.2550145385292 249.570390986203 0 0 0 0 55.1 69.4 84.6 94.9
"483" 1305850102002 1 265 1.3 75.7 2.6 36.8 55.3 5.3 0 31.6 68.4 0 5.4 32.4 56.8 5.4 2.7 18.9 67.6 10.8 38.615277 -89.116123 56.5405160585082 263.254983871553 0 0 0 0 60.6 68.4 62.2 78.4
